texto,categoria
proceso correspondiente a balance general financiero,Financiero
acción de tutela confidencial,Juridico
afiliación de seguridad social prioritario,Talento_Humano
solicitud relacionada con control de inventario,Administrativo
proceso correspondiente a proceso de selección,Talento_Humano
urgente orden de pago administrativa,Financiero
se requiere matrícula académica ordinaria,Academico
solicitud relacionada con solicitud de permisos laborales,Talento_Humano
documento asociado a proceso de selección,Talento_Humano
documento asociado a evaluación de desempeño,Talento_Humano
solicitud relacionada con registro documental interno,Administrativo
se requiere certificado de estudios,Academico
proceso correspondiente a hoja de vida institucional,Talento_Humano
demanda administrativa confidencial,Juridico
proceso correspondiente a afiliación de seguridad social,Talento_Humano
reporte de nómina prioritario,Talento_Humano
proceso correspondiente a acta de reunión administrativa,Administrativo
se requiere estado financiero trimestral,Financiero
notificación judicial institucional,Juridico
se requiere factura de pago institucional,Financiero
documento asociado a matrícula académica ordinaria,Academico
se requiere cancelación de semestre académico,Academico
documento asociado a registro de calificaciones,Academico
se requiere control de inventario,Administrativo
proceso correspondiente a cancelación de semestre académico,Academico
oficial informe de tesorería,Financiero
solicitud relacionada con concepto jurídico institucional,Juridico
documento asociado a certificación laboral,Talento_Humano
solicitud relacionada con memorando administrativo interno,Administrativo
proceso correspondiente a afiliación de seguridad social,Talento_Humano
se requiere control de cartera vencida,Financiero
confidencial solicitud de certificado académico,Academico
documento asociado a acuerdo jurídico,Juridico
se requiere registro documental interno,Administrativo
solicitud de homologación de materias externo,Academico
proceso correspondiente a solicitud de permisos laborales,Talento_Humano
solicitud relacionada con solicitud de presupuesto anual,Financiero
se requiere reporte de gestión administrativa,Administrativo
documento asociado a registro de calificaciones,Academico
solicitud relacionada con plan operativo institucional,Administrativo
se requiere plan operativo institucional,Administrativo
registro de calificaciones interno,Academico
proceso correspondiente a derecho de petición,Juridico
se requiere registro documental interno,Administrativo
externo control de cartera vencida,Financiero
solicitud relacionada con control de inventario,Administrativo
general solicitud de presupuesto anual,Financiero
oficial registro documental interno,Administrativo
solicitud relacionada con solicitud de homologación de materias,Academico
solicitud relacionada con reporte de gestión administrativa,Administrativo
documento asociado a demanda administrativa,Juridico
general acción de tutela,Juridico
institucional acta de reunión administrativa,Administrativo
solicitud relacionada con notificación judicial,Juridico
se requiere orden de pago administrativa,Financiero
documento asociado a evaluación de desempeño,Talento_Humano
se requiere circular administrativa general,Administrativo
incapacidad médica laboral general,Talento_Humano
documento asociado a reporte de gestión administrativa,Administrativo
urgente incapacidad médica laboral,Talento_Humano
solicitud de homologación de materias externo,Academico
se requiere contrato de prestación de servicios,Juridico
documento asociado a solicitud de paz y salvo,Academico
documento asociado a derecho de petición,Juridico
se requiere documento legal contractual,Juridico
informe de tesorería confidencial,Financiero
solicitud relacionada con historial académico del estudiante,Academico
externo circular administrativa general,Administrativo
proceso correspondiente a demanda administrativa,Juridico
prioritario certificación laboral,Talento_Humano
documento legal contractual oficial,Juridico
documento asociado a comunicado organizacional,Administrativo
interno acción de tutela,Juridico
acta de grado universitario oficial,Academico
acta de comité institucional confidencial,Administrativo
se requiere solicitud de permisos laborales,Talento_Humano
solicitud relacionada con reporte de gestión administrativa,Administrativo
se requiere proceso de selección,Talento_Humano
documento asociado a acuerdo jurídico,Juridico
solicitud relacionada con registro de calificaciones,Academico
externo solicitud administrativa interna,Administrativo
solicitud relacionada con hoja de vida institucional,Talento_Humano
proceso correspondiente a notificación judicial,Juridico
solicitud administrativa interna externo,Administrativo
documento asociado a solicitud de permisos laborales,Talento_Humano
se requiere cancelación de semestre académico,Academico
proceso correspondiente a concepto jurídico institucional,Juridico
se requiere acción de tutela,Juridico
proceso correspondiente a comunicado organizacional,Administrativo
solicitud relacionada con acción de tutela,Juridico
oficial factura de pago institucional,Financiero
circular administrativa general urgente,Administrativo
documento asociado a comprobante de egreso,Financiero
documento asociado a proceso de selección,Talento_Humano
prioritario contrato de prestación de servicios,Juridico
urgente acuerdo jurídico,Juridico
registro de calificaciones confidencial,Academico
proceso correspondiente a notificación judicial,Juridico
se requiere concepto jurídico institucional,Juridico
solicitud relacionada con reporte de nómina,Talento_Humano
urgente resolución jurídica,Juridico
solicitud de certificado académico interno,Academico
proceso correspondiente a solicitud de permisos laborales,Talento_Humano
documento asociado a contrato de prestación de servicios,Juridico
solicitud relacionada con afiliación de seguridad social,Talento_Humano
solicitud relacionada con proceso disciplinario,Juridico
solicitud relacionada con solicitud de paz y salvo,Academico
proceso correspondiente a proceso de selección,Talento_Humano
reporte de gestión administrativa externo,Administrativo
documento asociado a proceso de selección,Talento_Humano
se requiere solicitud de permisos laborales,Talento_Humano
solicitud relacionada con documento legal contractual,Juridico
interno reporte de ingresos económicos,Financiero
externo demanda administrativa,Juridico
proceso disciplinario externo,Juridico
prioritario plan operativo institucional,Administrativo
se requiere certificación laboral,Talento_Humano
se requiere contrato laboral,Talento_Humano
se requiere reporte de ingresos económicos,Financiero
plan operativo institucional oficial,Administrativo
proceso correspondiente a proceso disciplinario,Juridico
matrícula académica ordinaria confidencial,Academico
proceso correspondiente a contrato laboral,Talento_Humano
confidencial reporte de notas semestrales,Academico
se requiere incapacidad médica laboral,Talento_Humano
circular administrativa general confidencial,Administrativo
documento asociado a reporte contable mensual,Financiero
general solicitud de certificado académico,Academico
se requiere solicitud de presupuesto anual,Financiero
comprobante de egreso institucional,Financiero
se requiere demanda administrativa,Juridico
solicitud relacionada con proceso de selección,Talento_Humano
balance general financiero institucional,Financiero
se requiere plan operativo institucional,Administrativo
externo demanda administrativa,Juridico
se requiere historial académico del estudiante,Academico
documento asociado a reporte contable mensual,Financiero
acción de tutela oficial,Juridico
documento asociado a comunicado organizacional,Administrativo
documento asociado a proceso disciplinario,Juridico
documento asociado a solicitud administrativa interna,Administrativo
solicitud relacionada con solicitud de certificado académico,Academico
solicitud relacionada con control de inventario,Administrativo
oficial reporte contable mensual,Financiero
solicitud relacionada con certificado de estudios,Academico
documento asociado a solicitud de homologación de materias,Academico
oficial plan operativo institucional,Administrativo
solicitud relacionada con resolución jurídica,Juridico
institucional balance general financiero,Financiero
solicitud relacionada con resolución jurídica,Juridico
oficial documento legal contractual,Juridico
interno memorando administrativo interno,Administrativo
solicitud relacionada con reporte contable mensual,Financiero
institucional certificado de estudios,Academico
documento asociado a historial académico del estudiante,Academico
acta de grado universitario confidencial,Academico
documento asociado a documento legal contractual,Juridico
documento asociado a contrato laboral,Talento_Humano
se requiere informe de tesorería,Financiero
documento asociado a acta de grado universitario,Academico
prioritario documento legal contractual,Juridico
se requiere informe de tesorería,Financiero
documento asociado a solicitud de vacaciones,Talento_Humano
documento asociado a solicitud de presupuesto anual,Financiero
documento asociado a acta de grado universitario,Academico
documento asociado a comunicado organizacional,Administrativo
acta de comité institucional urgente,Administrativo
proceso correspondiente a reporte contable mensual,Financiero
informe de tesorería confidencial,Financiero
control de inventario general,Administrativo
documento asociado a solicitud de vacaciones,Talento_Humano
memorando administrativo interno oficial,Administrativo
interno proceso disciplinario,Juridico
proceso correspondiente a reporte de ingresos económicos,Financiero
se requiere matrícula académica ordinaria,Academico
reporte de notas semestrales oficial,Academico
prioritario comunicado organizacional,Administrativo
solicitud relacionada con solicitud de homologación de materias,Academico
solicitud administrativa interna prioritario,Administrativo
documento asociado a certificación laboral,Talento_Humano
documento asociado a afiliación de seguridad social,Talento_Humano
documento asociado a reporte contable mensual,Financiero
se requiere registro de calificaciones,Academico
se requiere reporte de gestión administrativa,Administrativo
derecho de petición prioritario,Juridico
documento asociado a evaluación de desempeño,Talento_Humano
proceso correspondiente a solicitud de certificado académico,Academico
proceso correspondiente a documento legal contractual,Juridico
institucional matrícula académica ordinaria,Academico
documento asociado a control de inventario,Administrativo
proceso disciplinario urgente,Juridico
solicitud relacionada con notificación judicial,Juridico
proceso correspondiente a control de cartera vencida,Financiero
institucional orden de pago administrativa,Financiero
proceso correspondiente a afiliación de seguridad social,Talento_Humano
solicitud relacionada con solicitud de vacaciones,Talento_Humano
documento asociado a solicitud administrativa interna,Administrativo
solicitud relacionada con comprobante de egreso,Financiero
se requiere reporte de nómina,Talento_Humano
proceso correspondiente a solicitud administrativa interna,Administrativo
se requiere contrato de prestación de servicios,Juridico
confidencial solicitud administrativa interna,Administrativo
se requiere certificado de estudios,Academico
documento asociado a certificación laboral,Talento_Humano
solicitud de homologación de materias prioritario,Academico
contrato de prestación de servicios prioritario,Juridico
documento asociado a control de inventario,Administrativo
solicitud relacionada con control de cartera vencida,Financiero
contrato de prestación de servicios confidencial,Juridico
se requiere contrato de prestación de servicios,Juridico
solicitud relacionada con solicitud de homologación de materias,Academico
solicitud relacionada con concepto jurídico institucional,Juridico
se requiere estado financiero trimestral,Financiero
general documento legal contractual,Juridico
proceso correspondiente a proceso de selección,Talento_Humano
documento asociado a proceso disciplinario,Juridico
solicitud relacionada con solicitud de paz y salvo,Academico
documento asociado a solicitud de paz y salvo,Academico
solicitud relacionada con control de cartera vencida,Financiero
proceso correspondiente a orden de pago administrativa,Financiero
control de inventario prioritario,Administrativo
solicitud relacionada con acta de comité institucional,Administrativo
documento asociado a reporte de gestión administrativa,Administrativo
demanda administrativa oficial,Juridico
solicitud relacionada con comprobante de egreso,Financiero
solicitud relacionada con documento legal contractual,Juridico
documento asociado a registro de calificaciones,Academico
documento asociado a circular administrativa general,Administrativo
proceso correspondiente a informe de tesorería,Financiero
se requiere solicitud de paz y salvo,Academico
solicitud relacionada con orden de pago administrativa,Financiero
proceso correspondiente a solicitud de vacaciones,Talento_Humano
proceso correspondiente a registro de calificaciones,Academico
se requiere solicitud de permisos laborales,Talento_Humano
documento asociado a reporte contable mensual,Financiero
interno comunicado organizacional,Administrativo
proceso correspondiente a registro de calificaciones,Academico
solicitud relacionada con plan operativo institucional,Administrativo
solicitud relacionada con memorando administrativo interno,Administrativo
documento asociado a comunicado organizacional,Administrativo
confidencial solicitud de certificado académico,Academico
solicitud relacionada con afiliación de seguridad social,Talento_Humano
se requiere hoja de vida institucional,Talento_Humano
documento asociado a balance general financiero,Financiero
solicitud relacionada con solicitud de certificado académico,Academico
se requiere comunicado organizacional,Administrativo
confidencial certificación laboral,Talento_Humano
solicitud relacionada con reporte de gestión administrativa,Administrativo
acta de reunión administrativa externo,Administrativo
solicitud relacionada con solicitud administrativa interna,Administrativo
interno proceso de selección,Talento_Humano
urgente evaluación de desempeño,Talento_Humano
proceso correspondiente a reporte de nómina,Talento_Humano
proceso correspondiente a factura de pago institucional,Financiero
documento asociado a acta de comité institucional,Administrativo
historial académico del estudiante externo,Academico
solicitud relacionada con evaluación de desempeño,Talento_Humano
documento asociado a acta de reunión administrativa,Administrativo
solicitud de certificado académico general,Academico
se requiere solicitud de presupuesto anual,Financiero
documento asociado a proceso de selección,Talento_Humano
documento asociado a matrícula académica ordinaria,Academico
interno reporte contable mensual,Financiero
documento asociado a informe de tesorería,Financiero
se requiere plan operativo institucional,Administrativo
se requiere proceso disciplinario,Juridico
solicitud relacionada con evaluación de desempeño,Talento_Humano
solicitud relacionada con resolución jurídica,Juridico
proceso correspondiente a solicitud de vacaciones,Talento_Humano
se requiere certificación laboral,Talento_Humano
documento asociado a solicitud de presupuesto anual,Financiero
documento asociado a historial académico del estudiante,Academico
institucional reporte de gestión administrativa,Administrativo
documento asociado a contrato laboral,Talento_Humano
se requiere demanda administrativa,Juridico
solicitud relacionada con resolución jurídica,Juridico
se requiere solicitud de permisos laborales,Talento_Humano
se requiere hoja de vida institucional,Talento_Humano
contrato laboral institucional,Talento_Humano
solicitud relacionada con cancelación de semestre académico,Academico
solicitud relacionada con reporte de notas semestrales,Academico
se requiere proceso de selección,Talento_Humano
solicitud relacionada con solicitud de homologación de materias,Academico
se requiere afiliación de seguridad social,Talento_Humano
solicitud relacionada con reporte de ingresos económicos,Financiero
prioritario demanda administrativa,Juridico
institucional solicitud de permisos laborales,Talento_Humano
oficial matrícula académica ordinaria,Academico
solicitud de homologación de materias general,Academico
se requiere circular administrativa general,Administrativo
general resolución jurídica,Juridico
documento asociado a certificado de estudios,Academico
se requiere documento legal contractual,Juridico
solicitud relacionada con contrato de prestación de servicios,Juridico
documento asociado a reporte de notas semestrales,Academico
solicitud de homologación de materias confidencial,Academico
solicitud relacionada con reporte de gestión administrativa,Administrativo
incapacidad médica laboral externo,Talento_Humano
documento asociado a registro de calificaciones,Academico
documento asociado a cancelación de semestre académico,Academico
control de cartera vencida general,Financiero
solicitud relacionada con contrato laboral,Talento_Humano
concepto jurídico institucional institucional,Juridico
solicitud relacionada con afiliación de seguridad social,Talento_Humano
se requiere control de cartera vencida,Financiero
solicitud relacionada con acción de tutela,Juridico
se requiere acta de grado universitario,Academico
urgente acta de reunión administrativa,Administrativo
proceso correspondiente a solicitud de vacaciones,Talento_Humano
se requiere comunicado organizacional,Administrativo
documento asociado a acta de reunión administrativa,Administrativo
externo reporte contable mensual,Financiero
reporte de gestión administrativa confidencial,Administrativo
documento asociado a concepto jurídico institucional,Juridico
solicitud relacionada con contrato de prestación de servicios,Juridico
demanda administrativa oficial,Juridico
urgente concepto jurídico institucional,Juridico
solicitud relacionada con orden de pago administrativa,Financiero
reporte de nómina externo,Talento_Humano
documento asociado a contrato laboral,Talento_Humano
documento asociado a certificación laboral,Talento_Humano
solicitud relacionada con comunicado organizacional,Administrativo
confidencial solicitud de presupuesto anual,Financiero
se requiere solicitud de permisos laborales,Talento_Humano
se requiere notificación judicial,Juridico
documento asociado a comunicado organizacional,Administrativo
proceso correspondiente a solicitud administrativa interna,Administrativo
se requiere certificado de estudios,Academico
proceso correspondiente a derecho de petición,Juridico
documento asociado a afiliación de seguridad social,Talento_Humano
solicitud relacionada con solicitud administrativa interna,Administrativo
estado financiero trimestral prioritario,Financiero
solicitud relacionada con memorando administrativo interno,Administrativo
solicitud relacionada con solicitud de homologación de materias,Academico
externo control de inventario,Administrativo
historial académico del estudiante externo,Academico
se requiere matrícula académica ordinaria,Academico
proceso correspondiente a acta de reunión administrativa,Administrativo
interno estado financiero trimestral,Financiero
solicitud relacionada con historial académico del estudiante,Academico
documento asociado a plan operativo institucional,Administrativo
confidencial acuerdo jurídico,Juridico
solicitud relacionada con incapacidad médica laboral,Talento_Humano
matrícula académica ordinaria urgente,Academico
se requiere solicitud administrativa interna,Administrativo
solicitud relacionada con proceso de selección,Talento_Humano
solicitud relacionada con estado financiero trimestral,Financiero
prioritario contrato de prestación de servicios,Juridico
solicitud relacionada con orden de pago administrativa,Financiero
se requiere registro documental interno,Administrativo
documento asociado a registro de calificaciones,Academico
documento asociado a incapacidad médica laboral,Talento_Humano
documento asociado a proceso de selección,Talento_Humano
proceso correspondiente a solicitud administrativa interna,Administrativo
documento asociado a reporte de notas semestrales,Academico
solicitud de vacaciones general,Talento_Humano
proceso correspondiente a reporte de notas semestrales,Academico
proceso correspondiente a solicitud de vacaciones,Talento_Humano
proceso correspondiente a acción de tutela,Juridico
solicitud relacionada con contrato laboral,Talento_Humano
solicitud relacionada con acta de grado universitario,Academico
documento asociado a documento legal contractual,Juridico
proceso disciplinario urgente,Juridico
externo acta de reunión administrativa,Administrativo
solicitud relacionada con matrícula académica ordinaria,Academico
contrato laboral institucional,Talento_Humano
general cancelación de semestre académico,Academico
proceso correspondiente a contrato laboral,Talento_Humano
solicitud relacionada con historial académico del estudiante,Academico
acuerdo jurídico prioritario,Juridico
proceso correspondiente a acción de tutela,Juridico
documento asociado a memorando administrativo interno,Administrativo
orden de pago administrativa prioritario,Financiero
evaluación de desempeño confidencial,Talento_Humano
documento asociado a derecho de petición,Juridico
documento asociado a historial académico del estudiante,Academico
proceso correspondiente a acuerdo jurídico,Juridico
interno reporte contable mensual,Financiero
documento asociado a estado financiero trimestral,Financiero
documento asociado a reporte de notas semestrales,Academico
solicitud relacionada con contrato de prestación de servicios,Juridico
se requiere certificación laboral,Talento_Humano
prioritario solicitud administrativa interna,Administrativo
institucional contrato laboral,Talento_Humano
control de cartera vencida prioritario,Financiero
proceso correspondiente a proceso disciplinario,Juridico
documento asociado a concepto jurídico institucional,Juridico
solicitud relacionada con evaluación de desempeño,Talento_Humano
se requiere evaluación de desempeño,Talento_Humano
documento asociado a contrato de prestación de servicios,Juridico
urgente notificación judicial,Juridico
proceso correspondiente a estado financiero trimestral,Financiero
documento asociado a contrato laboral,Talento_Humano
documento asociado a acta de reunión administrativa,Administrativo
proceso correspondiente a registro documental interno,Administrativo
prioritario evaluación de desempeño,Talento_Humano
solicitud relacionada con orden de pago administrativa,Financiero
documento asociado a hoja de vida institucional,Talento_Humano
solicitud relacionada con solicitud de homologación de materias,Academico
se requiere acción de tutela,Juridico
se requiere certificación laboral,Talento_Humano
solicitud relacionada con acción de tutela,Juridico
proceso correspondiente a reporte contable mensual,Financiero
reporte de notas semestrales institucional,Academico
solicitud relacionada con comprobante de egreso,Financiero
solicitud relacionada con documento legal contractual,Juridico
proceso correspondiente a acuerdo jurídico,Juridico
proceso correspondiente a reporte de ingresos económicos,Financiero
proceso correspondiente a acta de grado universitario,Academico
reporte de nómina prioritario,Talento_Humano
se requiere acta de comité institucional,Administrativo
solicitud relacionada con incapacidad médica laboral,Talento_Humano
se requiere solicitud administrativa interna,Administrativo
se requiere reporte de notas semestrales,Academico
solicitud relacionada con solicitud de certificado académico,Academico
solicitud relacionada con cancelación de semestre académico,Academico
contrato laboral oficial,Talento_Humano
solicitud relacionada con comprobante de egreso,Financiero
concepto jurídico institucional general,Juridico
se requiere historial académico del estudiante,Academico
certificado de estudios interno,Academico
solicitud relacionada con solicitud de paz y salvo,Academico
confidencial comunicado organizacional,Administrativo
reporte de nómina general,Talento_Humano
general solicitud de presupuesto anual,Financiero
prioritario acta de reunión administrativa,Administrativo
confidencial reporte de notas semestrales,Academico
se requiere demanda administrativa,Juridico
proceso correspondiente a historial académico del estudiante,Academico
se requiere acta de comité institucional,Administrativo
oficial acta de comité institucional,Administrativo
general orden de pago administrativa,Financiero
proceso correspondiente a registro de calificaciones,Academico
solicitud relacionada con demanda administrativa,Juridico
documento asociado a incapacidad médica laboral,Talento_Humano
confidencial certificación laboral,Talento_Humano
institucional control de inventario,Administrativo
registro de calificaciones interno,Academico
proceso correspondiente a documento legal contractual,Juridico
proceso correspondiente a solicitud de certificado académico,Academico
documento asociado a acta de grado universitario,Academico
solicitud relacionada con balance general financiero,Financiero
solicitud relacionada con solicitud de homologación de materias,Academico
documento asociado a concepto jurídico institucional,Juridico
acuerdo jurídico general,Juridico
proceso correspondiente a reporte de gestión administrativa,Administrativo
se requiere solicitud de presupuesto anual,Financiero
se requiere solicitud de certificado académico,Academico
hoja de vida institucional externo,Talento_Humano
externo historial académico del estudiante,Academico
proceso correspondiente a demanda administrativa,Juridico
documento asociado a circular administrativa general,Administrativo
externo solicitud de vacaciones,Talento_Humano
documento asociado a proceso de selección,Talento_Humano
solicitud de vacaciones interno,Talento_Humano
proceso correspondiente a cancelación de semestre académico,Academico
solicitud relacionada con incapacidad médica laboral,Talento_Humano
concepto jurídico institucional institucional,Juridico
urgente comprobante de egreso,Financiero
certificación laboral oficial,Talento_Humano
solicitud relacionada con factura de pago institucional,Financiero
interno registro documental interno,Administrativo
solicitud administrativa interna oficial,Administrativo
oficial registro documental interno,Administrativo
proceso correspondiente a evaluación de desempeño,Talento_Humano
acta de comité institucional prioritario,Administrativo
resolución jurídica urgente,Juridico
proceso correspondiente a plan operativo institucional,Administrativo
documento asociado a reporte contable mensual,Financiero
solicitud relacionada con certificado de estudios,Academico
proceso correspondiente a historial académico del estudiante,Academico
se requiere solicitud de certificado académico,Academico
oficial solicitud de certificado académico,Academico
se requiere acta de reunión administrativa,Administrativo
comunicado organizacional urgente,Administrativo
documento asociado a proceso disciplinario,Juridico
solicitud relacionada con cancelación de semestre académico,Academico
institucional solicitud de homologación de materias,Academico
institucional demanda administrativa,Juridico
orden de pago administrativa externo,Financiero
confidencial documento legal contractual,Juridico
solicitud relacionada con circular administrativa general,Administrativo
proceso correspondiente a informe de tesorería,Financiero
solicitud relacionada con reporte de ingresos económicos,Financiero
solicitud relacionada con acuerdo jurídico,Juridico
se requiere acción de tutela,Juridico
proceso correspondiente a acta de comité institucional,Administrativo
documento asociado a registro documental interno,Administrativo
proceso correspondiente a control de cartera vencida,Financiero
solicitud relacionada con solicitud de presupuesto anual,Financiero
documento asociado a plan operativo institucional,Administrativo
documento asociado a derecho de petición,Juridico
externo contrato de prestación de servicios,Juridico
documento asociado a solicitud de permisos laborales,Talento_Humano
urgente solicitud de permisos laborales,Talento_Humano
solicitud administrativa interna confidencial,Administrativo
proceso correspondiente a notificación judicial,Juridico
documento asociado a reporte de notas semestrales,Academico
documento asociado a acta de reunión administrativa,Administrativo
general registro documental interno,Administrativo
se requiere proceso de selección,Talento_Humano
proceso correspondiente a hoja de vida institucional,Talento_Humano
proceso correspondiente a reporte de gestión administrativa,Administrativo
proceso correspondiente a derecho de petición,Juridico
solicitud relacionada con notificación judicial,Juridico
oficial reporte de gestión administrativa,Administrativo
se requiere documento legal contractual,Juridico
se requiere certificación laboral,Talento_Humano
comprobante de egreso externo,Financiero
urgente documento legal contractual,Juridico
solicitud relacionada con reporte de nómina,Talento_Humano
documento asociado a balance general financiero,Financiero
externo hoja de vida institucional,Talento_Humano
documento asociado a solicitud administrativa interna,Administrativo
solicitud de certificado académico general,Academico
proceso correspondiente a solicitud de paz y salvo,Academico
proceso correspondiente a solicitud de permisos laborales,Talento_Humano
documento asociado a notificación judicial,Juridico
prioritario reporte de notas semestrales,Academico
urgente notificación judicial,Juridico
documento asociado a acuerdo jurídico,Juridico
solicitud relacionada con registro documental interno,Administrativo
proceso correspondiente a registro documental interno,Administrativo
solicitud relacionada con balance general financiero,Financiero
documento asociado a informe de tesorería,Financiero
solicitud relacionada con estado financiero trimestral,Financiero
interno informe de tesorería,Financiero
se requiere contrato de prestación de servicios,Juridico
acta de comité institucional externo,Administrativo
proceso correspondiente a contrato laboral,Talento_Humano
general resolución jurídica,Juridico
documento asociado a cancelación de semestre académico,Academico
documento asociado a registro documental interno,Administrativo
confidencial solicitud de vacaciones,Talento_Humano
oficial incapacidad médica laboral,Talento_Humano
externo comprobante de egreso,Financiero
contrato laboral externo,Talento_Humano
solicitud relacionada con contrato laboral,Talento_Humano
historial académico del estudiante interno,Academico
se requiere demanda administrativa,Juridico
documento asociado a proceso de selección,Talento_Humano
se requiere control de cartera vencida,Financiero
documento asociado a reporte de ingresos económicos,Financiero
solicitud relacionada con circular administrativa general,Administrativo
se requiere factura de pago institucional,Financiero
documento asociado a solicitud de certificado académico,Academico
proceso correspondiente a registro documental interno,Administrativo
general hoja de vida institucional,Talento_Humano
solicitud relacionada con comprobante de egreso,Financiero
se requiere solicitud administrativa interna,Administrativo
se requiere notificación judicial,Juridico
oficial resolución jurídica,Juridico
proceso correspondiente a contrato de prestación de servicios,Juridico
documento asociado a plan operativo institucional,Administrativo
solicitud relacionada con acta de grado universitario,Academico
documento asociado a contrato de prestación de servicios,Juridico
solicitud relacionada con contrato de prestación de servicios,Juridico
confidencial solicitud de permisos laborales,Talento_Humano
se requiere solicitud de permisos laborales,Talento_Humano
solicitud relacionada con solicitud de homologación de materias,Academico
se requiere control de inventario,Administrativo
se requiere factura de pago institucional,Financiero
proceso correspondiente a hoja de vida institucional,Talento_Humano
solicitud relacionada con solicitud de homologación de materias,Academico
se requiere memorando administrativo interno,Administrativo
se requiere documento legal contractual,Juridico
se requiere circular administrativa general,Administrativo
urgente derecho de petición,Juridico
confidencial proceso de selección,Talento_Humano
documento asociado a orden de pago administrativa,Financiero
se requiere concepto jurídico institucional,Juridico
solicitud relacionada con notificación judicial,Juridico
confidencial proceso disciplinario,Juridico
proceso correspondiente a certificación laboral,Talento_Humano
proceso correspondiente a memorando administrativo interno,Administrativo
documento asociado a acuerdo jurídico,Juridico
documento asociado a documento legal contractual,Juridico
solicitud relacionada con proceso de selección,Talento_Humano
se requiere incapacidad médica laboral,Talento_Humano
solicitud relacionada con solicitud de presupuesto anual,Financiero
documento asociado a estado financiero trimestral,Financiero
solicitud de presupuesto anual urgente,Financiero
proceso correspondiente a acuerdo jurídico,Juridico
se requiere certificado de estudios,Academico
documento asociado a reporte de nómina,Talento_Humano
documento asociado a hoja de vida institucional,Talento_Humano
documento asociado a solicitud de paz y salvo,Academico
proceso correspondiente a solicitud de paz y salvo,Academico
proceso correspondiente a concepto jurídico institucional,Juridico
proceso correspondiente a solicitud de vacaciones,Talento_Humano
oficial reporte de gestión administrativa,Administrativo
proceso correspondiente a comunicado organizacional,Administrativo
interno acción de tutela,Juridico
proceso correspondiente a acta de reunión administrativa,Administrativo
proceso correspondiente a reporte contable mensual,Financiero
proceso correspondiente a resolución jurídica,Juridico
solicitud relacionada con informe de tesorería,Financiero
interno estado financiero trimestral,Financiero
solicitud relacionada con proceso disciplinario,Juridico
proceso correspondiente a solicitud de vacaciones,Talento_Humano
acta de reunión administrativa confidencial,Administrativo
se requiere certificación laboral,Talento_Humano
se requiere reporte de nómina,Talento_Humano
proceso correspondiente a acuerdo jurídico,Juridico
solicitud de presupuesto anual institucional,Financiero
documento asociado a incapacidad médica laboral,Talento_Humano
se requiere acta de reunión administrativa,Administrativo
solicitud relacionada con solicitud de paz y salvo,Academico
prioritario control de inventario,Administrativo
documento asociado a cancelación de semestre académico,Academico
documento asociado a reporte de nómina,Talento_Humano
general solicitud de permisos laborales,Talento_Humano
proceso correspondiente a proceso de selección,Talento_Humano
documento asociado a afiliación de seguridad social,Talento_Humano
solicitud relacionada con plan operativo institucional,Administrativo
interno circular administrativa general,Administrativo
proceso correspondiente a registro de calificaciones,Academico
general control de inventario,Administrativo
se requiere control de cartera vencida,Financiero
interno reporte de nómina,Talento_Humano
se requiere circular administrativa general,Administrativo
concepto jurídico institucional oficial,Juridico
documento asociado a incapacidad médica laboral,Talento_Humano
se requiere comprobante de egreso,Financiero
reporte de nómina urgente,Talento_Humano
solicitud relacionada con reporte de gestión administrativa,Administrativo
oficial comunicado organizacional,Administrativo
solicitud relacionada con reporte de notas semestrales,Academico
se requiere reporte de ingresos económicos,Financiero
documento asociado a acta de grado universitario,Academico
solicitud relacionada con factura de pago institucional,Financiero
documento asociado a registro de calificaciones,Academico
solicitud relacionada con afiliación de seguridad social,Talento_Humano
proceso correspondiente a solicitud administrativa interna,Administrativo
solicitud relacionada con reporte de nómina,Talento_Humano
solicitud relacionada con factura de pago institucional,Financiero
solicitud relacionada con notificación judicial,Juridico
se requiere hoja de vida institucional,Talento_Humano
proceso correspondiente a acta de comité institucional,Administrativo
documento asociado a orden de pago administrativa,Financiero
oficial solicitud de certificado académico,Academico
proceso correspondiente a afiliación de seguridad social,Talento_Humano
reporte de nómina institucional,Talento_Humano
oficial registro documental interno,Administrativo
documento asociado a reporte contable mensual,Financiero
documento asociado a resolución jurídica,Juridico
acta de comité institucional general,Administrativo
balance general financiero externo,Financiero
urgente solicitud de homologación de materias,Academico
plan operativo institucional prioritario,Administrativo
solicitud relacionada con orden de pago administrativa,Financiero
se requiere resolución jurídica,Juridico
hoja de vida institucional confidencial,Talento_Humano
reporte contable mensual institucional,Financiero
se requiere acuerdo jurídico,Juridico
se requiere solicitud administrativa interna,Administrativo
cancelación de semestre académico general,Academico
proceso correspondiente a contrato laboral,Talento_Humano
se requiere afiliación de seguridad social,Talento_Humano
se requiere reporte de nómina,Talento_Humano
proceso correspondiente a solicitud administrativa interna,Administrativo
oficial proceso de selección,Talento_Humano
documento asociado a contrato de prestación de servicios,Juridico
se requiere acta de reunión administrativa,Administrativo
oficial demanda administrativa,Juridico
derecho de petición oficial,Juridico
documento asociado a reporte de ingresos económicos,Financiero
acta de reunión administrativa interno,Administrativo
general acta de reunión administrativa,Administrativo
solicitud relacionada con acta de comité institucional,Administrativo
proceso correspondiente a plan operativo institucional,Administrativo
